"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006167","GO:0006167","AMP biosynthetic process","6/1600","14/18903",0.000602772538378402,0.00507020138521327,0.00419431676656312,"PFAS/HPRT1/PPAT/PAICS/GART/ATIC",6
"GO:1902969","GO:1902969","mitotic DNA replication","6/1600","14/18903",0.000602772538378402,0.00507020138521327,0.00419431676656312,"MCM2/MCM4/MCM6/MCM3/POLA1/ZMPSTE24",6
"GO:2000105","GO:2000105","positive regulation of DNA-templated DNA replication","6/1600","14/18903",0.000602772538378402,0.00507020138521327,0.00419431676656312,"ATRX/CIZ1/SSBP1/WIZ/CDK2/STOML2",6
"GO:0007549","GO:0007549","dosage compensation","9/1600","30/18903",0.000605991513671772,0.00508869641446936,0.00420961675277928,"LRIF1/YTHDC1/HNRNPU/OGT/EXOSC10/RBM15/KANSL3/BRCA1/SUZ12",9
"GO:0009301","GO:0009301","snRNA transcription","7/1600","19/18903",0.000622002135880339,0.00520561519089116,0.00430633764155939,"ICE1/MEPCE/ICE2/LARP7/RPAP2/SNAPC4/CDK7",7
"GO:0045947","GO:0045947","negative regulation of translational initiation","7/1600","19/18903",0.000622002135880339,0.00520561519089116,0.00430633764155939,"TPR/EIF2AK4/RBM4/LARP1/EIF3E/FMR1/EIF2S1",7
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","19/1600","100/18903",0.000652542169206161,0.00545206087102233,0.00451020947419228,"MEPCE/CUL3/DDX3X/CDC16/MDM2/ANKRD17/SIN3A/CENPJ/ANAPC5/CCNB1/CDK1/PHB2/EIF4G1/EGFR/CDC27/APEX1/CDK4/RRM1/CDC23",19
"GO:0051702","GO:0051702","biological process involved in interaction with symbiont","21/1600","116/18903",0.000680883518807788,0.00567934279567432,0.00469822811780766,"CCNT1/EP300/HDAC1/YTHDC2/EEA1/FN1/EIF2AK4/DDB1/SNW1/DDX56/EEF1A1/HSPD1/PSMC3/TARDBP/FASN/RRP1B/FMR1/SMARCA4/SMARCB1/PI4KA/ROCK2",21
"GO:0090316","GO:0090316","positive regulation of intracellular protein transport","26/1600","157/18903",0.000700894247185761,0.00583649499993752,0.00482823205160915,"NMT1/ICE1/RBM22/CSNK2A2/IPO5/PCM1/TPR/UBR5/HUWE1/MYO1C/YWHAE/PRKAA1/MAPK8/CDK1/ANP32B/UBE2L3/TRIM28/TARDBP/EMD/PDCD5/SAR1A/ECT2/HSP90AB1/SAR1B/RAN/XPO4",26
"GO:0009615","GO:0009615","response to virus","54/1600","409/18903",0.00071422820386943,0.00593761713483453,0.0049118851915231,"TBK1/NFKB1/TANK/POLR3F/LSM14A/POLR3C/AKAP1/PUM2/DDX3X/EXOC1/DHX15/POLR3E/ILF3/DHX9/STAT1/CHUK/SETD2/ATG5/ANKRD17/SIN3A/EIF2AK4/PDE12/AZI2/CLPB/ITCH/EXOSC4/CNOT7/HSPB1/ATG16L1/DDX56/NPLOC4/ABCF3/C1QBP/PHB2/TRIM28/CCT5/HNRNPUL1/DDX1/ENO1/EIF5A/PRKRA/URI1/G3BP1/ZMPSTE24/POLR3D/RRP1B/BANF1/FMR1/NCBP1/EIF2AK2/DDX21/ATAD3A/EXOSC5/CRCP",54
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","24/1600","141/18903",0.000741253983229693,0.00615203805049868,0.00508926458404483,"MKRN2/FBXO22/OGT/KEAP1/MDM2/CCAR2/USP7/TAF1/CDK2/AURKA/VCP/SUMO2/RPL11/SMARCC1/USP14/XPO1/SUMO1/TAF9/PLK1/CSNK1A1/USP9X/UFL1/HSP90AB1/UCHL5",24
"GO:0032922","GO:0032922","circadian regulation of gene expression","15/1600","71/18903",0.000751871002362004,0.00621189393771707,0.00513878028022009,"HDAC2/SIRT1/HDAC1/HNRNPU/OGT/TOP1/HUWE1/MYBBP1A/RBM4/PPP1CC/MTA1/RBM4B/GFPT1/PPP1CB/PRMT5",15
"GO:0051310","GO:0051310","metaphase plate congression","15/1600","71/18903",0.000751871002362004,0.00621189393771707,0.00513878028022009,"KIF2C/MAP1S/MAD1L1/CUL3/HNRNPU/MIS12/DYNC1H1/CCNB1/ZW10/SEH1L/KPNB1/NUMA1/NUDC/MLH1/CDC23",15
"GO:0070129","GO:0070129","regulation of mitochondrial translation","8/1600","25/18903",0.000755097698021899,0.00621189393771707,0.00513878028022009,"ALKBH1/TRUB2/C1QBP/SHMT2/TRMT10C/LRPPRC/FASTKD2/MRPS27",8
"GO:0002244","GO:0002244","hematopoietic progenitor cell differentiation","23/1600","133/18903",0.000755208726276194,0.00621189393771707,0.00513878028022009,"SOS1/ZBTB1/PCID2/PRRC2C/ZBTB24/SETD1A/AP3B1/SIN3A/NUDT21/ITCH/TOP2A/TP53/EEF2/YTHDF2/PRKDC/HSPA9/PUS7/MED1/PDCD2/UFL1/EIF2AK2/AGPAT5/XRCC5",23
"GO:0000492","GO:0000492","box C/D snoRNP assembly","5/1600","10/18903",0.000757183543330389,0.00621189393771707,0.00513878028022009,"ZNHIT6/RUVBL2/NUFIP1/TAF9/RUVBL1",5
"GO:0032070","GO:0032070","regulation of deoxyribonuclease activity","5/1600","10/18903",0.000757183543330389,0.00621189393771707,0.00513878028022009,"SIRT1/DFFA/HMGB1/NPM1/PCNA",5
"GO:1901838","GO:1901838","positive regulation of transcription of nucleolar large rRNA by RNA polymerase I","5/1600","10/18903",0.000757183543330389,0.00621189393771707,0.00513878028022009,"NOL11/MTOR/NCL/SMARCA4/SMARCB1",5
"GO:0032435","GO:0032435","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","10/1600","37/18903",0.000762790807961189,0.00623737795100067,0.0051598618933699,"OGT/CCAR2/USP7/RPL11/SMARCC1/USP14/TAF9/USP9X/HSP90AB1/UCHL5",10
"GO:2000279","GO:2000279","negative regulation of DNA biosynthetic process","10/1600","37/18903",0.000762790807961189,0.00623737795100067,0.0051598618933699,"HNRNPU/EXOSC10/MEN1/TP53/HNRNPA1/HNRNPC/DNAJC2/TERF2/CHEK1/NAT10",10
"GO:0018023","GO:0018023","peptidyl-lysine trimethylation","13/1600","57/18903",0.000779429573966526,0.00636300280678401,0.00526378487371657,"SIRT1/WDR82/OGT/ATRX/ARID4B/SUV39H2/SETD1A/SETD2/CTR9/LMNA/SMYD5/SUV39H1/SMARCB1",13
"GO:0042771","GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","11/1600","44/18903",0.00086358474666563,0.00703849790256235,0.00582258721522062,"EP300/SIRT1/TOPORS/HNRNPK/KDM1A/SNW1/TP53/TAF9/RPL26/RPS27L/MSH2",11
"GO:0006144","GO:0006144","purine nucleobase metabolic process","7/1600","20/18903",0.000887454111109962,0.00718607322437742,0.00594466868686099,"KDM1A/GMPS/HPRT1/SHMT2/PPAT/PAICS/GART",7
"GO:0009168","GO:0009168","purine ribonucleoside monophosphate biosynthetic process","7/1600","20/18903",0.000887454111109962,0.00718607322437742,0.00594466868686099,"GMPS/PFAS/HPRT1/PPAT/PAICS/GART/ATIC",7
"GO:0046931","GO:0046931","pore complex assembly","7/1600","20/18903",0.000887454111109962,0.00718607322437742,0.00594466868686099,"NUP153/NUP205/NUP107/CCT8/NUP93/NDC1/CCT3",7
"GO:0070314","GO:0070314","G1 to G0 transition","7/1600","20/18903",0.000887454111109962,0.00718607322437742,0.00594466868686099,"WDR6/RRP8/MYBBP1A/EZH2/TP53/RPL23/PHGDH",7
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","43/1600","310/18903",0.000892735477079257,0.00721712246300054,0.00597035412462798,"NMT1/ICE1/RBM22/CSNK2A2/CCT2/IPO5/PCM1/TPR/UBR5/SEC24A/EXOC1/MYH10/CENPJ/HUWE1/MYO1C/YWHAE/PRKAA1/MAPK8/CDK1/DKC1/ANP32B/UBE2L3/CCT7/TRIM28/TSG101/PPID/TCP1/CCT8/DNM1L/CCT4/CCT5/TARDBP/EMD/PDCD5/CD2AP/SAR1A/ECT2/HSP90AB1/SAR1B/RAN/CCT6A/XPO4/CCT3",43
"GO:0019083","GO:0019083","viral transcription","12/1600","51/18903",0.000915160817479481,0.00738644362069199,0.00611042480756186,"CCNT1/EP300/HDAC1/GTF2B/DHX9/LARP7/SNW1/PSMC3/TARDBP/RRP1B/SMARCA4/SMARCB1",12
"GO:0051259","GO:0051259","protein complex oligomerization","36/1600","247/18903",0.000927954958452451,0.0074576272783087,0.00616931138542399,"ZBTB1/USP16/CRYZ/FUS/CEP57/ZNHIT6/STK3/MPP2/TRMT61B/FARSB/PNPT1/ACACA/SSBP1/NUDT21/GOLGA2/ZNF777/G3BP2/PEG10/CPSF6/PRMT1/HPRT1/TP53/SHMT2/KRT10/DNM1L/LETM1/HSD17B10/RBMX/STOML2/ECT2/ELAVL1/THG1L/YME1L1/RRM1/FARSA/MAT2A",36
"GO:0001325","GO:0001325","formation of extrachromosomal circular DNA","6/1600","15/18903",0.000932950966652893,0.0074576272783087,0.00616931138542399,"SMARCAL1/NBN/ERCC1/WRN/TERF2/XRCC5",6
"GO:0006361","GO:0006361","transcription initiation at RNA polymerase I promoter","6/1600","15/18903",0.000932950966652893,0.0074576272783087,0.00616931138542399,"RRN3/UBTF/TAF1/POLR1E/SMARCA4/SMARCB1",6
"GO:0051290","GO:0051290","protein heterotetramerization","6/1600","15/18903",0.000932950966652893,0.0074576272783087,0.00616931138542399,"FARSB/NUDT21/CPSF6/KRT10/RRM1/FARSA",6
"GO:0090656","GO:0090656","t-circle formation","6/1600","15/18903",0.000932950966652893,0.0074576272783087,0.00616931138542399,"SMARCAL1/NBN/ERCC1/WRN/TERF2/XRCC5",6
"GO:0090737","GO:0090737","telomere maintenance via telomere trimming","6/1600","15/18903",0.000932950966652893,0.0074576272783087,0.00616931138542399,"SMARCAL1/NBN/ERCC1/WRN/TERF2/XRCC5",6
"GO:0048144","GO:0048144","fibroblast proliferation","19/1600","103/18903",0.000949703863273539,0.00757939659201346,0.00627004487415962,"DHX9/RRN3/FN1/NF1/ESR1/PRDX1/GSTP1/CCNB1/CDK1/CTNNB1/TP53/PTGES3/EMD/EGFR/CDC73/ZMPSTE24/DAZAP1/CDK4/ECD",19
"GO:0010165","GO:0010165","response to X-ray","9/1600","32/18903",0.0010179869362308,0.00811137194555788,0.00671012071636916,"ATM/NIPBL/ERCC8/XRCC6/BRCC3/TP53/ERCC1/MSH2/XRCC5",9
"GO:0032781","GO:0032781","positive regulation of ATP-dependent activity","11/1600","45/18903",0.00105675839160896,0.00840687537056699,0.00695457549753569,"HNRNPU/DHX9/SETMAR/DNAJC10/MSH3/SSBP1/CHTOP/AHSA1/SUMO1/MSH6/MSH2",11
"GO:0050792","GO:0050792","regulation of viral process","26/1600","162/18903",0.00112869047802873,0.00896482182230461,0.00741613589318239,"KPNA2/PABPC1/DDX3X/PKN2/ILF3/DHX9/STAT1/LARP7/ATG5/PDE12/DDB1/CNOT7/SETDB1/TOP2A/LARP1/TRIM28/STAU1/PPIE/TSG101/PPID/HMGB1/PPIH/SRPK1/BANF1/FMR1/EIF2AK2",26
"GO:0042790","GO:0042790","nucleolar large rRNA transcription by RNA polymerase I","7/1600","21/18903",0.0012346798585109,0.00976003666284048,0.00807397622047328,"NOL11/TCOF1/MTOR/POLR1E/NCL/SMARCA4/SMARCB1",7
"GO:0043984","GO:0043984","histone H4-K16 acetylation","7/1600","21/18903",0.0012346798585109,0.00976003666284048,0.00807397622047328,"SIRT1/OGT/ATG5/KANSL3/BRCA1/ZMPSTE24/HCFC1",7
"GO:2000757","GO:2000757","negative regulation of peptidyl-lysine acetylation","7/1600","21/18903",0.0012346798585109,0.00976003666284048,0.00807397622047328,"HDAC2/SIRT1/ATG5/SIN3A/BRCA1/SET/NOC2L",7
"GO:0051303","GO:0051303","establishment of chromosome localization","16/1600","82/18903",0.00125985143393067,0.00994325783614906,0.00822554567123292,"KIF2C/ATM/MAP1S/MAD1L1/CUL3/HNRNPU/MIS12/DYNC1H1/CCNB1/ZW10/SEH1L/KPNB1/NUMA1/NUDC/MLH1/CDC23",16
"GO:0006605","GO:0006605","protein targeting","44/1600","325/18903",0.00128843340715311,0.0100979654442362,0.00835352731638157,"NEDD4/CSNK2A2/NACA/PIKFYVE/LMAN1/SMURF1/AP3B1/HUWE1/TIMM9/MYO1C/SRP14/TIMM23/YWHAE/PRKAA1/PEX13/PIK3R4/TOMM34/MTERF4/SRPRB/PMPCA/UBE2L3/AP3D1/RPL11/SRP72/SRP19/SEC63/HSPD1/PDCD5/SRP9/TIMM13/HAX1/NUP54/AIFM1/LONP2/SRP68/HSPA5/TIMM44/TOMM22/GRPEL1/PRKCI/PMPCB/HSPA4/TIMM50/SRP54",44
"GO:0001188","GO:0001188","RNA polymerase I preinitiation complex assembly","5/1600","11/18903",0.00129160023123951,0.0100979654442362,0.00835352731638157,"RRN3/UBTF/POLR1E/SMARCA4/SMARCB1",5
"GO:0006449","GO:0006449","regulation of translational termination","5/1600","11/18903",0.00129160023123951,0.0100979654442362,0.00835352731638157,"EIF5A2/UPF1/ETF1/EIF5A/GSPT1",5
"GO:0034975","GO:0034975","protein folding in endoplasmic reticulum","5/1600","11/18903",0.00129160023123951,0.0100979654442362,0.00835352731638157,"DNAJC10/CANX/HSPA5/PDIA3/HSP90B1",5
"GO:0042276","GO:0042276","error-prone translesion synthesis","5/1600","11/18903",0.00129160023123951,0.0100979654442362,0.00835352731638157,"POLK/POLH/POLD3/POLD2/USP1",5
"GO:0070475","GO:0070475","rRNA base methylation","5/1600","11/18903",0.00129160023123951,0.0100979654442362,0.00835352731638157,"METTL16/EMG1/NSUN5/TRMT112/NOP2",5
"GO:0051262","GO:0051262","protein tetramerization","17/1600","90/18903",0.00131380494104063,0.0102554914646489,0.0084838404890524,"USP16/CRYZ/STK3/FARSB/ACACA/SSBP1/NUDT21/GOLGA2/CPSF6/HPRT1/TP53/SHMT2/KRT10/HSD17B10/THG1L/RRM1/FARSA",17
"GO:0006614","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","8/1600","27/18903",0.00133053882162937,0.0103054777054151,0.00852519153446736,"SRP14/SRPRB/SRP72/SRP19/SEC63/SRP9/SRP68/SRP54",8
"GO:0018027","GO:0018027","peptidyl-lysine dimethylation","8/1600","27/18903",0.00133053882162937,0.0103054777054151,0.00852519153446736,"EHMT1/ASH1L/SUV39H2/SETMAR/SETD1A/SETD2/SUV39H1/SMARCB1",8
"GO:0046037","GO:0046037","GMP metabolic process","8/1600","27/18903",0.00133053882162937,0.0103054777054151,0.00852519153446736,"GMPS/PFAS/HPRT1/PPAT/PAICS/TJP2/GART/ATIC",8
"GO:0051291","GO:0051291","protein heterooligomerization","8/1600","27/18903",0.00133053882162937,0.0103054777054151,0.00852519153446736,"FARSB/NUDT21/ZNF777/CPSF6/KRT10/RRM1/FARSA/MAT2A",8
"GO:1904357","GO:1904357","negative regulation of telomere maintenance via telomere lengthening","8/1600","27/18903",0.00133053882162937,0.0103054777054151,0.00852519153446736,"HNRNPU/PARP1/EXOSC10/ERCC4/HNRNPA1/HNRNPC/TERF2/NAT10",8
"GO:0042795","GO:0042795","snRNA transcription by RNA polymerase II","6/1600","16/18903",0.00138642187981832,0.0107216625372617,0.00886947983498625,"ICE1/MEPCE/ICE2/LARP7/SNAPC4/CDK7",6
"GO:0062197","GO:0062197","cellular response to chemical stress","46/1600","345/18903",0.00139297675765251,0.0107556781225553,0.0088976191787483,"HDAC2/ATM/PIK3CA/SIRT1/DNAJA1/DDX3X/FER/KEAP1/PARP1/HDAC6/CHUK/ATG5/PNPT1/SIN3A/DHRS2/PRDX1/PRKAA1/HSPB1/MTOR/PYCR1/MAPKAP1/MAPK8/CDK1/MELK/CTNNB1/EZH2/MGMT/TP53/STAU1/SFPQ/LETM1/PLEC/LONP1/NONO/EGFR/TRAP1/PRKRA/AIFM1/NQO1/TXN/ECT2/PCNA/APEX1/XRCC5/PRDX3/EIF2S1",46
"GO:0042307","GO:0042307","positive regulation of protein import into nucleus","10/1600","40/18903",0.00146975693663389,0.0113309854712981,0.00937354135134605,"RBM22/IPO5/TPR/UBR5/CDK1/TRIM28/TARDBP/ECT2/HSP90AB1/RAN",10
"GO:0016447","GO:0016447","somatic recombination of immunoglobulin gene segments","13/1600","61/18903",0.00152222263273838,0.0117173556976837,0.00969316556259655,"THOC1/RIF1/MSH3/EXOSC3/PAXIP1/PRKDC/NBN/HSPD1/TFRC/ERCC1/MSH6/MLH1/MSH2",13
"GO:0042149","GO:0042149","cellular response to glucose starvation","12/1600","54/18903",0.00156081771106057,0.0119959302662097,0.00992361597170941,"SIRT1/RRP8/SIK2/MYBBP1A/TBL2/PRKAA1/PIK3R4/PRKAG1/TP53/HNRNPA1/SUV39H1/HSPA5",12
"GO:0000289","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening","9/1600","34/18903",0.00163172209230435,0.0125023499176868,0.0103425508963264,"PABPC1/PAN2/CNOT4/PARN/CNOT1/CNOT7/CNOT3/EIF4ENIF1/MLH1",9
"GO:0042558","GO:0042558","pteridine-containing compound metabolic process","9/1600","34/18903",0.00163172209230435,0.0125023499176868,0.0103425508963264,"MTRR/PCBD1/TYMS/SHMT2/MTR/MTHFD1/GART/SLC25A32/ATIC",9
"GO:0006513","GO:0006513","protein monoubiquitination","16/1600","84/18903",0.00164226337713618,0.0125638185968639,0.0103934007723181,"RNF2/CUL1/CUL3/WDR48/BRCC3/TOPORS/CTR9/UBE2O/HUWE1/DDB1/DDB2/KLHL12/RING1/BRCA1/TSG101/CDC73",16
"GO:0009127","GO:0009127","purine nucleoside monophosphate biosynthetic process","7/1600","22/18903",0.00167978420791988,0.0128115651821168,0.0105983487768324,"GMPS/PFAS/HPRT1/PPAT/PAICS/GART/ATIC",7
"GO:0031440","GO:0031440","regulation of mRNA 3'-end processing","7/1600","22/18903",0.00167978420791988,0.0128115651821168,0.0105983487768324,"ZC3H14/YTHDC1/NUDT21/CPSF6/CDC73/NCBP1/NCBP2",7
"GO:1990830","GO:1990830","cellular response to leukemia inhibitory factor","18/1600","100/18903",0.0017055599010548,0.0129882943304753,0.0107445477093368,"CACYBP/SIRT1/PFKP/RIF1/BCLAF1/MYNN/HNRNPU/MRPL15/SRSF3/NCL/TFRC/SRM/EEF1E1/RNMT/EIF4A2/MAT2A/SMARCA5/XRCC5",18
"GO:0070920","GO:0070920","regulation of production of small RNA involved in gene silencing by RNA","8/1600","28/18903",0.00172614319916169,0.0131250034716746,0.0108576401487706,"DDX5/NCOR1/ESR1/TP53/NCOR2/EGFR/PRKRA/ZMPSTE24",8
"GO:0009123","GO:0009123","nucleoside monophosphate metabolic process","15/1600","77/18903",0.00179474663526543,0.0136258694318173,0.0112719807902595,"GMPS/TYMS/DUT/UMPS/PFAS/HPRT1/DTYMK/UCK2/PPAT/PAICS/AK2/TJP2/GART/CAD/ATIC",15
"GO:0006458","GO:0006458","'de novo' protein folding","10/1600","41/18903",0.0017986083097918,0.0136344350292424,0.0112790666683472,"CCT2/ST13/HSPA14/DNAJC7/HSPD1/PTGES3/DNAJC2/HSPA9/HSPA5/HSPE1",10
"GO:1901976","GO:1901976","regulation of cell cycle checkpoint","11/1600","48/18903",0.0018598888805009,0.0140775807829112,0.0116456583524695,"THOC1/PCID2/MAD1L1/TPR/BRCC3/CCAR2/CCNB1/BRCA1/TTI1/DYNC1LI1/PPP1R10",11
"GO:1990823","GO:1990823","response to leukemia inhibitory factor","18/1600","101/18903",0.00191471156198751,0.0144486857355427,0.011952654388074,"CACYBP/SIRT1/PFKP/RIF1/BCLAF1/MYNN/HNRNPU/MRPL15/SRSF3/NCL/TFRC/SRM/EEF1E1/RNMT/EIF4A2/MAT2A/SMARCA5/XRCC5",18
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","18/1600","101/18903",0.00191471156198751,0.0144486857355427,0.011952654388074,"SIRT1/HDAC1/DNAJA1/DDX3X/MDM2/RRN3/CCAR2/KDM1A/VDAC2/HSPB1/NDUFS3/HYOU1/TAF9/NOC2L/ENO1/NONO/TRAP1/URI1",18
"GO:0016445","GO:0016445","somatic diversification of immunoglobulins","14/1600","70/18903",0.00194129583007024,0.014627165559502,0.0121003015644384,"THOC1/RIF1/MCM3AP/MSH3/EXOSC3/PAXIP1/PRKDC/NBN/HSPD1/TFRC/ERCC1/MSH6/MLH1/MSH2",14
"GO:0051099","GO:0051099","positive regulation of binding","27/1600","177/18903",0.00197463366928871,0.0148559166552219,0.0122895355776959,"EP300/PARP1/GTF2B/DHX9/STK3/KDM1A/TRAF6/EIF3D/MEN1/TAF1/CTNNB1/TRIM28/RPL11/HMGB1/EIF3E/EIF4G1/PPP2CA/HNRNPL/HMGB2/MARK3/TXN/USP9X/FMR1/NCBP1/HSP90AB1/RAN/EIF2S1",27
"GO:0051607","GO:0051607","defense response to virus","41/1600","304/18903",0.00198438270344427,0.0149066933489893,0.0123315405242135,"TBK1/TANK/POLR3F/LSM14A/POLR3C/AKAP1/PUM2/EXOC1/DHX15/POLR3E/ILF3/DHX9/STAT1/SETD2/ATG5/ANKRD17/SIN3A/EIF2AK4/PDE12/AZI2/CLPB/ITCH/EXOSC4/CNOT7/ATG16L1/DDX56/NPLOC4/ABCF3/C1QBP/PHB2/TRIM28/DDX1/G3BP1/ZMPSTE24/POLR3D/NCBP1/EIF2AK2/DDX21/ATAD3A/EXOSC5/CRCP",41
"GO:0043923","GO:0043923","positive regulation by host of viral transcription","6/1600","17/18903",0.0019903483902219,0.0149066933489893,0.0123315405242135,"CCNT1/EP300/SNW1/RRP1B/SMARCA4/SMARCB1",6
"GO:0090399","GO:0090399","replicative senescence","6/1600","17/18903",0.0019903483902219,0.0149066933489893,0.0123315405242135,"ATM/ATR/TP53/ERCC1/WRN/CHEK1",6
"GO:1904507","GO:1904507","positive regulation of telomere maintenance in response to DNA damage","5/1600","12/18903",0.00206049605984726,0.0154089270562491,0.0127470126325278,"NFRKB/RUVBL2/ACTL6A/RUVBL1/UCHL5",5
"GO:0032481","GO:0032481","positive regulation of type I interferon production","13/1600","63/18903",0.00207163386231714,0.0154690265048471,0.0127967298145023,"TBK1/POLR3F/POLR3C/DDX3X/DHX9/STAT1/CHUK/SETD2/HSPD1/HMGB2/G3BP1/POLR3D/PTPN11",13
"GO:0140546","GO:0140546","defense response to symbiont","41/1600","305/18903",0.00210999119160254,0.0157318924719185,0.0130141853057697,"TBK1/TANK/POLR3F/LSM14A/POLR3C/AKAP1/PUM2/EXOC1/DHX15/POLR3E/ILF3/DHX9/STAT1/SETD2/ATG5/ANKRD17/SIN3A/EIF2AK4/PDE12/AZI2/CLPB/ITCH/EXOSC4/CNOT7/ATG16L1/DDX56/NPLOC4/ABCF3/C1QBP/PHB2/TRIM28/DDX1/G3BP1/ZMPSTE24/POLR3D/NCBP1/EIF2AK2/DDX21/ATAD3A/EXOSC5/CRCP",41
"GO:0007098","GO:0007098","centrosome cycle","22/1600","135/18903",0.00214490780609069,0.015968358413105,0.0132098014137871,"SIRT1/PCM1/RBM14/CENPJ/HAUS6/GOLGA2/ARL2/CDK1/CDK2/AURKA/CTNNB1/BRCA1/NPM1/CKAP5/XPO1/PLK1/CEP76/CHEK1/SLC16A1/NAT10/RANBP1/ROCK2",22
"GO:0031571","GO:0031571","mitotic G1 DNA damage checkpoint signaling","8/1600","29/18903",0.00220912636609439,0.0163975034435697,0.0135648110198778,"ATM/GIGYF2/MDM2/CDK2/TP53/PRKDC/RPL26/RPS27L",8
"GO:0097421","GO:0097421","liver regeneration","8/1600","29/18903",0.00220912636609439,0.0163975034435697,0.0135648110198778,"CSNK2A2/SRSF5/PNPT1/TYMS/AURKA/EZH2/PCNA/PRMT5",8
"GO:0031065","GO:0031065","positive regulation of histone deacetylation","7/1600","23/18903",0.00224016636404515,0.0165785605695211,0.0137145902655895,"NIPBL/SIRT1/AKAP8/RRP8/TP53/SUV39H1/SMARCA5",7
"GO:0032727","GO:0032727","positive regulation of interferon-alpha production","7/1600","23/18903",0.00224016636404515,0.0165785605695211,0.0137145902655895,"TBK1/DDX3X/DHX9/STAT1/CHUK/SETD2/HSPD1",7
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","41/1600","307/18903",0.0023820347042115,0.0176023542290473,0.0145615220904625,"THOC1/EXOC2/CCNT1/LRRC15/EP300/HDAC1/PIKFYVE/SLC3A2/YTHDC2/EEA1/THOC2/FN1/THOC6/ALYREF/EIF2AK4/DDB1/SNW1/ITCH/DDX56/CDK1/NUP153/TSG101/EEF1A1/PPID/TCP1/HMGB1/HSPD1/PSMC3/TFRC/TARDBP/FASN/EGFR/EXOC7/RPSA/RRP1B/FMR1/HSP90AB1/SMARCA4/SMARCB1/PI4KA/ROCK2",41
"GO:0002218","GO:0002218","activation of innate immune response","13/1600","64/18903",0.00240211656999404,0.0177244932709028,0.0146625614362763,"TBK1/PSPC1/EP300/XRCC6/RBM14/SIN3A/TRAF6/MAP3K7/SFPQ/HMGB1/PRKDC/NONO/XRCC5",13
"GO:0006520","GO:0006520","cellular amino acid metabolic process","39/1600","289/18903",0.00248962541524571,0.0183430599279847,0.015174269809163,"YARS2/TARS2/WARS2/DARS2/MTRR/PCCA/PLOD3/QRSL1/SLC25A13/PCBD1/RARS2/MTAP/AARS2/FARSB/GMPS/PYCR1/FARS2/NARS2/PFAS/LRRC47/SHMT2/ACAT1/PCCB/DLD/PPAT/MTR/PHGDH/HSD17B10/AHCY/MTHFD1/GFPT1/GART/ALDH18A1/CTPS1/MCCC2/AUH/CAD/FARSA/SEPHS1",39
"GO:0006839","GO:0006839","mitochondrial transport","28/1600","189/18903",0.00255300427908857,0.0187822792685749,0.015537613373742,"NMT1/CSNK2A2/SLC25A13/LMAN1/HUWE1/TIMM9/TIMM23/VDAC2/PRKAA1/TOMM34/MTERF4/MAPK8/PMPCA/UBE2L3/TP53/HSPD1/PDCD5/TIMM13/HAX1/AIFM1/TIMM44/TOMM22/GRPEL1/SLC25A32/CNP/PMPCB/HSPA4/TIMM50",28
"GO:0006415","GO:0006415","translational termination","6/1600","18/18903",0.00277370048835579,0.0202269269530975,0.0167326960824172,"EIF5A2/UPF1/ETF1/ABCE1/EIF5A/GSPT1",6
"GO:0034501","GO:0034501","protein localization to kinetochore","6/1600","18/18903",0.00277370048835579,0.0202269269530975,0.0167326960824172,"IK/MIS12/CDK1/ZW10/BUB3/ZWILCH",6
"GO:0035067","GO:0035067","negative regulation of histone acetylation","6/1600","18/18903",0.00277370048835579,0.0202269269530975,0.0167326960824172,"SIRT1/ATG5/SIN3A/BRCA1/SET/NOC2L",6
"GO:0046040","GO:0046040","IMP metabolic process","6/1600","18/18903",0.00277370048835579,0.0202269269530975,0.0167326960824172,"PFAS/HPRT1/PPAT/PAICS/GART/ATIC",6
"GO:0046827","GO:0046827","positive regulation of protein export from nucleus","6/1600","18/18903",0.00277370048835579,0.0202269269530975,0.0167326960824172,"RBM22/TPR/YWHAE/ANP32B/EMD/XPO4",6
"GO:1903083","GO:1903083","protein localization to condensed chromosome","6/1600","18/18903",0.00277370048835579,0.0202269269530975,0.0167326960824172,"IK/MIS12/CDK1/ZW10/BUB3/ZWILCH",6
"GO:0039694","GO:0039694","viral RNA genome replication","8/1600","30/18903",0.00279208449424805,0.0202720778126773,0.0167700470657357,"ATG5/SETDB1/ATG16L1/DDX56/TOP2A/TRIM28/FMR1/SMARCB1",8
"GO:0044819","GO:0044819","mitotic G1/S transition checkpoint signaling","8/1600","30/18903",0.00279208449424805,0.0202720778126773,0.0167700470657357,"ATM/GIGYF2/MDM2/CDK2/TP53/PRKDC/RPL26/RPS27L",8
