"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098789","GO:0098789","pre-mRNA cleavage required for polyadenylation","3/259","13/18903",0.000656871766232108,0.00533557189258473,0.00448802278768854,"FIP1L1/CPSF2/NCBP1",3
"GO:0007549","GO:0007549","dosage compensation","4/259","30/18903",0.00071291370493874,0.00575547405694446,0.00484122400401275,"METTL3/WDR5/SUZ12/RBM15B",4
"GO:0006368","GO:0006368","transcription elongation by RNA polymerase II promoter","7/259","109/18903",0.000759744063821575,0.00609637054848342,0.00512796950254052,"LARP7/SETD2/INTS7/INTS12/INTS2/CTR9/NCBP1",7
"GO:0098787","GO:0098787","mRNA cleavage involved in mRNA processing","3/259","14/18903",0.000827580897334254,0.0065221256432771,0.0054860939184188,"FIP1L1/CPSF2/NCBP1",3
"GO:1905214","GO:1905214","regulation of RNA binding","3/259","14/18903",0.000827580897334254,0.0065221256432771,0.0054860939184188,"FMR1/CARM1/NCBP1",3
"GO:1990173","GO:1990173","protein localization to nucleoplasm","3/259","14/18903",0.000827580897334254,0.0065221256432771,0.0054860939184188,"MEPCE/LARP7/DKC1",3
"GO:0031060","GO:0031060","regulation of histone methylation","6/259","81/18903",0.000858787461439621,0.00672801537837904,0.00565927831954605,"WDR5/RRP8/NSD1/SUV39H1/CTR9/EHMT1",6
"GO:0014029","GO:0014029","neural crest formation","3/259","15/18903",0.00102404235355025,0.00792884255029551,0.0066693555559013,"POLR1B/NOLC1/TCOF1",3
"GO:1904874","GO:1904874","positive regulation of telomerase RNA localization to Cajal body","3/259","15/18903",0.00102404235355025,0.00792884255029551,0.0066693555559013,"DKC1/NHP2/NAF1",3
"GO:0035196","GO:0035196","miRNA processing","5/259","57/18903",0.00108807080977911,0.00837561483806712,0.00704515860921848,"METTL3/BCDIN3D/TRUB1/DROSHA/NCBP1",5
"GO:0031053","GO:0031053","primary miRNA processing","3/259","16/18903",0.00124765623856983,0.00943941062780832,0.00793997173177072,"METTL3/DROSHA/NCBP1",3
"GO:0031054","GO:0031054","pre-miRNA processing","3/259","16/18903",0.00124765623856983,0.00943941062780832,0.00793997173177072,"BCDIN3D/TRUB1/DROSHA",3
"GO:0032239","GO:0032239","regulation of nucleobase-containing compound transport","3/259","16/18903",0.00124765623856983,0.00943941062780832,0.00793997173177072,"NSUN2/SETD2/THOC2",3
"GO:0051567","GO:0051567","histone H3-K9 methylation","4/259","35/18903",0.00129099044494743,0.00971176902903638,0.00816906633226307,"SETDB1/SUV39H1/SUV39H2/EHMT1",4
"GO:1902036","GO:1902036","regulation of hematopoietic stem cell differentiation","3/259","17/18903",0.00149975104553757,0.011218476747411,0.0094364353623476,"METTL3/PUS7/SETD1A",3
"GO:0045945","GO:0045945","positive regulation of transcription by RNA polymerase III","3/259","18/18903",0.00178158572489354,0.0131777625684863,0.0110844910140392,"DDX21/MYBBP1A/SF3B1",3
"GO:1904872","GO:1904872","regulation of telomerase RNA localization to Cajal body","3/259","18/18903",0.00178158572489354,0.0131777625684863,0.0110844910140392,"DKC1/NHP2/NAF1",3
"GO:0006354","GO:0006354","DNA-templated transcription elongation","10/259","241/18903",0.00186639440343824,0.0137283677230679,0.0115476332095769,"LARP7/TFB2M/SETD2/SCAF8/INTS7/INTS12/NSD1/INTS2/CTR9/NCBP1",10
"GO:0009301","GO:0009301","snRNA transcription","3/259","19/18903",0.00209435170434484,0.0149887657110949,0.0126078185103661,"MEPCE/LARP7/RPAP2",3
"GO:0090670","GO:0090670","RNA localization to Cajal body","3/259","19/18903",0.00209435170434484,0.0149887657110949,0.0126078185103661,"DKC1/NHP2/NAF1",3
"GO:0090671","GO:0090671","telomerase RNA localization to Cajal body","3/259","19/18903",0.00209435170434484,0.0149887657110949,0.0126078185103661,"DKC1/NHP2/NAF1",3
"GO:0090672","GO:0090672","telomerase RNA localization","3/259","19/18903",0.00209435170434484,0.0149887657110949,0.0126078185103661,"DKC1/NHP2/NAF1",3
"GO:0090685","GO:0090685","RNA localization to nucleus","3/259","19/18903",0.00209435170434484,0.0149887657110949,0.0126078185103661,"DKC1/NHP2/NAF1",3
"GO:1901532","GO:1901532","regulation of hematopoietic progenitor cell differentiation","4/259","40/18903",0.00213595039764314,0.0152042920778469,0.0127891087759278,"METTL14/METTL3/PUS7/SETD1A",4
"GO:0006379","GO:0006379","mRNA cleavage","3/259","20/18903",0.0024391748619484,0.0171780187086153,0.0144493113322587,"FIP1L1/CPSF2/NCBP1",3
"GO:0070314","GO:0070314","G1 to G0 transition","3/259","20/18903",0.0024391748619484,0.0171780187086153,0.0144493113322587,"WDR6/RRP8/MYBBP1A",3
"GO:1902275","GO:1902275","regulation of chromatin organization","4/259","43/18903",0.00279337967220343,0.0195684374920494,0.0164600149996727,"METTL4/SETDB1/CTR9/SETD1A",4
"GO:0032784","GO:0032784","regulation of DNA-templated transcription elongation","6/259","104/18903",0.0030947996410619,0.0215658669724524,0.018140155236806,"LARP7/SCAF8/INTS7/INTS12/INTS2/NCBP1",6
"GO:0080182","GO:0080182","histone H3-K4 trimethylation","3/259","23/18903",0.00367630309580741,0.0253511734315053,0.0213241703693215,"CTR9/SETD1A/KMT2D",3
"GO:0140747","GO:0140747","regulation of ncRNA transcription","3/259","23/18903",0.00367630309580741,0.0253511734315053,0.0213241703693215,"MEPCE/LARP7/NOL11",3
"GO:0061647","GO:0061647","histone H3-K9 modification","4/259","47/18903",0.00386873548490533,0.0265399263316822,0.0223240913173157,"SETDB1/SUV39H1/SUV39H2/EHMT1",4
"GO:0031062","GO:0031062","positive regulation of histone methylation","4/259","51/18903",0.00519445967209598,0.0354508484837891,0.0298195243248918,"WDR5/RRP8/SUV39H1/CTR9",4
"GO:0031507","GO:0031507","heterochromatin formation","5/259","83/18903",0.00566226169034378,0.0384453050154624,0.0323383150789944,"RRP8/SETDB1/SUV39H1/CTR9/KMT2D",5
"GO:0034243","GO:0034243","regulation of transcription elongation by RNA polymerase II","5/259","86/18903",0.00657161790731204,0.0443919495371487,0.0373403423519664,"LARP7/INTS7/INTS12/INTS2/NCBP1",5
"GO:0006520","GO:0006520","cellular amino acid metabolic process","10/259","289/18903",0.00672415769486361,0.0451918009543118,0.0380131383444601,"HSD17B10/GART/YARS2/NARS2/QRSL1/FARSB/MARS2/HARS2/PARS2/FARS2",10
"GO:0006413","GO:0006413","translational initiation","6/259","123/18903",0.00699791585219693,0.0467941443853977,0.0393609514706239,"METTL3/MTFMT/FMR1/POLR2D/ABCE1/NCBP1",6
"GO:0006359","GO:0006359","regulation of transcription by RNA polymerase III","3/259","29/18903",0.00714088372435869,0.0475102012615623,0.0399632635830282,"DDX21/MYBBP1A/SF3B1",3
